,ASX code,Company name,Security type,ISIN code,hashtags,cashtags
1083,MGH,MAAS GROUP HOLDINGS,ORDINARY FULLY PAID,AU0000118564,#MGH,$MGH
1084,MLD,MACA LIMITED,ORDINARY FULLY PAID,AU000000MLD9,#MLD,$MLD
1085,MIO,MACARTHUR MINERALS,ORDINARY FULLY PAID,AU0000062440,#MIO,$MIO
1086,M7T,MACH7 TECH LIMITED,ORDINARY FULLY PAID,AU000000M7T0,#M7T,$M7T
1087,MAH,MACMAHON HOLDINGS,ORDINARY FULLY PAID,AU000000MAH3,#MAH,$MAH
1088,MBLAO,MACQUARIE BANK LTD,ORDINARY FULLY PAID,AU0000MBLAO2,#MBLAO,$MBLAO
1089,MQG,MACQUARIE GROUP LTD,ORDINARY FULLY PAID,AU000000MQG1,#MQG,$MQG
1090,MAQ,MACQUARIE TELECOM GP,ORDINARY FULLY PAID,AU000000MAQ4,#MAQ,$MAQ
1091,MPA,MAD PAWS,ORDINARY FULLY PAID,AU0000136996,#MPA,$MPA
1092,MAD,MADER GROUP LIMITED,ORDINARY FULLY PAID,AU0000056269,#MAD,$MAD
1093,MFG,MAGELLAN FIN GRP LTD,ORDINARY FULLY PAID,AU000000MFG4,#MFG,$MFG
1094,MBH,MAGGIE BEER HOLDINGS,ORDINARY FULLY PAID,AU0000096554,#MBH,$MBH
1095,MAG,MAGMATIC RESRCE LTD,ORDINARY FULLY PAID,AU000000MAG5,#MAG,$MAG
1096,MAU,MAGNETIC RESOURCES,ORDINARY FULLY PAID,AU000000MAU6,#MAU,$MAU
1097,MGT,MAGNETITE MINES,ORDINARY FULLY PAID,AU000000MGT5,#MGT,$MGT
1098,MNS,MAGNIS ENERGY TECH,ORDINARY FULLY PAID,AU000000MNS3,#MNS,$MNS
1099,MGU,MAGNUM MINING & EXP,ORDINARY FULLY PAID,AU000000MGU3,#MGU,$MGU
1100,MGL,MAGONTEC LIMITED,ORDINARY FULLY PAID,AU000000MGL2,#MGL,$MGL
1101,MAI,MAINSTREAM GROUP,ORDINARY FULLY PAID,AU000000MAI1,#MAI,$MAI
1102,MKG,MAKO GOLD,ORDINARY FULLY PAID,AU0000001869,#MKG,$MKG
1103,MYL,MALLEE RESOURCES LTD,ORDINARY FULLY PAID,AU000000MYL5,#MYL,$MYL
1104,M24,MAMBA EXPLORATION,ORDINARY FULLY PAID,AU0000129348,#M24,$M24
1105,MAN,MANDRAKE RES LTD,ORDINARY FULLY PAID,AU0000054587,#MAN,$MAN
1106,MHC,MANHATTAN CORP LTD,ORDINARY FULLY PAID,AU000000MHC9,#MHC,$MHC
1107,MKR,MANUKA RESOURCES.,ORDINARY FULLY PAID,AU0000090292,#MKR,$MKR
1108,MCX,MARINER CORP LTD,ORDINARY FULLY PAID,AU000000MCX6,#MCX,$MCX
1109,MEU,MARMOTA LIMITED,ORDINARY FULLY PAID,AU000000MEU8,#MEU,$MEU
1110,MQR,MARQUEE RESOURCE LTD,ORDINARY FULLY PAID,AU000000MQR8,#MQR,$MQR
1111,MVL,MARVEL GOLD LIMITED,ORDINARY FULLY PAID,AU0000102154,#MVL,$MVL
1112,MYE,MASTERMYNE GROUP LTD,ORDINARY FULLY PAID,AU000000MYE0,#MYE,$MYE
1113,MZZ,MATADOR MINING LTD,ORDINARY FULLY PAID,AU000000MZZ2,#MZZ,$MZZ
1114,MCE,MATRIX C & E LTD,ORDINARY FULLY PAID,AU000000MCE6,#MCE,$MCE
1115,MAT,MATSA RESOURCES,ORDINARY FULLY PAID,AU000000MAT8,#MAT,$MAT
1116,MXR,MAXIMUS RESOURCES,ORDINARY FULLY PAID,AU000000MXR4,#MXR,$MXR
1117,MXI,MAXIPARTS LIMITED,ORDINARY FULLY PAID,AU000000MXI3,#MXI,$MXI
1118,MSP,MAXSEC GROUP LTD,ORDINARY FULLY PAID,AU000000MSP8,#MSP,$MSP
1119,MFD,MAYFIELD CHILDCR LTD,ORDINARY FULLY PAID,AU000000MFD1,#MFD,$MFD
1120,MYG,MAYFIELD GROUP LTD,ORDINARY FULLY PAID,AU0000119331,#MYG,$MYG
1121,MYX,MAYNE PHARMA LTD,ORDINARY FULLY PAID,AU000000MYX0,#MYX,$MYX
1122,MCM,MC MINING LTD,ORDINARY FULLY PAID,AU000000MCM9,#MCM,$MCM
1123,MEA,MCGRATH LTD,ORDINARY FULLY PAID,AU000000MEA0,#MEA,$MEA
1124,MMS,MCMILLAN SHAKESPEARE,ORDINARY FULLY PAID,AU000000MMS5,#MMS,$MMS
1125,MCP,MCPHERSON'S LTD,ORDINARY FULLY PAID,AU000000MCP2,#MCP,$MCP
1126,MSG,MCS SERVICES LIMITED,ORDINARY FULLY PAID,AU000000MSG7,#MSG,$MSG
1127,MMR,MEC RESOURCES,ORDINARY FULLY PAID,AU000000MMR7,#MMR,$MMR
1128,MDR,MEDADVISOR LIMITED,ORDINARY FULLY PAID,AU000000MDR6,#MDR,$MDR
1129,MM8,MEDALLION METALS.,ORDINARY FULLY PAID,AU0000138828,#MM8,$MM8
1130,MPL,MEDIBANK PRIVATE LTD,ORDINARY FULLY PAID,AU000000MPL3,#MPL,$MPL
1131,MEB,MEDIBIO LIMITED,ORDINARY FULLY PAID,AU000000MEB8,#MEB,$MEB
1132,MVP,MEDICAL DEVELOPMENTS,ORDINARY FULLY PAID,AU000000MVP2,#MVP,$MVP
1133,MPH,MEDILAND PHARM,ORDINARY FULLY PAID,AU0000035362,#MPH,$MPH
1134,MDC,MEDLAB CLINICAL LTD,ORDINARY FULLY PAID,AU000000MDC8,#MDC,$MDC
1135,MML,MEDUSA MINING LTD,ORDINARY FULLY PAID,AU000000MML0,#MML,$MML
1136,MEG,MEGADO,ORDINARY FULLY PAID,AU0000105025,#MEG,$MEG
1137,MP1,MEGAPORT LIMITED,ORDINARY FULLY PAID,AU000000MP15,#MP1,$MP1
1138,MAY,MELBANA ENERGY LTD,ORDINARY FULLY PAID,AU000000MAY8,#MAY,$MAY
1139,MEM,MEMPHASYS LTD,ORDINARY FULLY PAID,AU000000MEM5,#MEM,$MEM
1140,MVT,MERCANTILE INVEST,ORDINARY FULLY PAID,AU000000MVT4,#MVT,$MVT
1141,MEZAI,MERIDIAN ENERGY,ORDINARY FULLY PAID,AU0000MEZAI8,#MEZAI,$MEZAI
1142,MSB,MESOBLAST LIMITED,ORDINARY FULLY PAID,AU000000MSB8,#MSB,$MSB
1143,MBK,METAL BANK LTD,ORDINARY FULLY PAID,AU000000MBK5,#MBK,$MBK
1144,MTRAA,METAL TIGER,ORDINARY FULLY PAID,AU0000129827,#MTRAA,$MTRAA
1145,MHK,METALHAWK.,ORDINARY FULLY PAID,AU0000109597,#MHK,$MHK
1146,MCT,METALICITY LIMITED,ORDINARY FULLY PAID,AU000000MCT4,#MCT,$MCT
1147,MLM,METALLICA MINERALS,ORDINARY FULLY PAID,AU000000MLM0,#MLM,$MLM
1148,MLS,METALS AUSTRALIA,ORDINARY FULLY PAID,AU000000MLS7,#MLS,$MLS
1149,MLX,METALS X LIMITED,ORDINARY FULLY PAID,AU000000MLX7,#MLX,$MLX
1150,MTC,METALSTECH LTD,ORDINARY FULLY PAID,AU000000MTC4,#MTC,$MTC
1151,MTS,METCASH LIMITED,ORDINARY FULLY PAID,AU000000MTS0,#MTS,$MTS
1152,MEI,METEORIC RESOURCES,ORDINARY FULLY PAID,AU000000MEI3,#MEI,$MEI
1153,MEL,METGASCO LTD,ORDINARY FULLY PAID,AU000000MEL7,#MEL,$MEL
1154,MMI,METRO MINING LTD,ORDINARY FULLY PAID,AU000000MMI6,#MMI,$MMI
1155,MFF,MFF CAPITAL INV LTD,ORDINARY FULLY PAID,AU000000MFF6,#MFF,$MFF
1156,MXC,MGC PHARMACEUTICALS,ORDINARY FULLY PAID,AU000000MXC6,#MXC,$MXC
1157,MHJ,MICHAEL HILL INT,ORDINARY FULLY PAID,AU000000MHJ4,#MHJ,$MHJ
1158,MX1,MICRO-X LIMITED,ORDINARY FULLY PAID,AU000000MX15,#MX1,$MX1
1159,MAM,MICROEQUITIES,ORDINARY FULLY PAID,AU0000004517,#MAM,$MAM
1160,MM1,MIDASMINERALSLTD,ORDINARY FULLY PAID,AU0000166142,#MM1,$MM1
1161,MDI,MIDDLE ISLAND RES,ORDINARY FULLY PAID,AU000000MDI5,#MDI,$MDI
1162,MWY,MIDWAY LTD,ORDINARY FULLY PAID,AU000000MWY2,#MWY,$MWY
1163,MCL,MIGHTY CRAFT LTD,ORDINARY FULLY PAID,AU0000115610,#MCL,$MCL
1164,MKL,MIGHTY KINGDOM LTD,ORDINARY FULLY PAID,AU0000141517,#MKL,$MKL
1165,MIL,MILLENNIUM GRP LTD,ORDINARY FULLY PAID,AU000000MIL8,#MIL,$MIL
1166,MLT,MILTON CORPORATION,ORDINARY FULLY PAID,AU000000MLT5,#MLT,$MLT
1167,MNB,MINBOS RESOURCES LTD,ORDINARY FULLY PAID,AU000000MNB9,#MNB,$MNB
1168,MCR,MINCOR RESOURCES NL,ORDINARY FULLY PAID,AU000000MCR8,#MCR,$MCR
1169,MDX,MINDAX LIMITED,ORDINARY FULLY PAID,AU000000MDX4,#MDX,$MDX
1170,MRC,MINERAL COMMODITIES,ORDINARY FULLY PAID,AU000000MRC8,#MRC,$MRC
1171,MIN,MINERAL RESOURCES.,ORDINARY FULLY PAID,AU000000MIN4,#MIN,$MIN
1172,MI6,MINERALS260LIMITED,ORDINARY FULLY PAID,AU0000173486,#MI6,$MI6
1173,MEP,MINOTAUR EXPLORATION,ORDINARY FULLY PAID,AU000000MEP8,#MEP,$MEP
1174,MRR,MINREX RESOURCES LTD,ORDINARY FULLY PAID,AU000000MRR6,#MRR,$MRR
1175,M2R,MIRAMAR,ORDINARY FULLY PAID,AU0000105637,#M2R,$M2R
1176,MIR,MIRRABOOKA INVEST.,ORDINARY FULLY PAID,AU000000MIR5,#MIR,$MIR
1177,MSV,MITCHELL SERVICES,ORDINARY FULLY PAID,AU000000MSV6,#MSV,$MSV
1178,MTH,MITHRIL RESOURCES,ORDINARY FULLY PAID,AU000000MTH3,#MTH,$MTH
1179,MMC,MITREMINING,ORDINARY FULLY PAID,AU0000171639,#MMC,$MMC
1180,MLG,MLGOZLTD,ORDINARY FULLY PAID,AU0000144610,#MLG,$MLG
1181,MRM,MMAOFFSHOR,ORDINARY FULLY PAID,AU000000MRM7,#MRM,$MRM
1182,MMJ,MMJ GROUP HLDS LTD,ORDINARY FULLY PAID,AU000000MMJ4,#MMJ,$MMJ
1183,MNF,MNF GROUP LTD,ORDINARY FULLY PAID,AU000000MNF0,#MNF,$MNF
1184,MOB,MOBILICOM LTD,ORDINARY FULLY PAID,AU000000MOB7,#MOB,$MOB
1185,MOH,MOHO RESOURCES,ORDINARY FULLY PAID,AU0000022402,#MOH,$MOH
1186,MND,MONADELPHOUS GROUP,ORDINARY FULLY PAID,AU000000MND5,#MND,$MND
1187,MVF,MONASH IVF GROUP LTD,ORDINARY FULLY PAID,AU000000MVF3,#MVF,$MVF
1188,MNY,MONEY3 CORPORATION,ORDINARY FULLY PAID,AU000000MNY1,#MNY,$MNY
1189,MME,MONEYME LIMITED,ORDINARY FULLY PAID,AU0000066045,#MME,$MME
1190,MMG,MONGER GOLD LTD,ORDINARY FULLY PAID,AU0000147530,#MMG,$MMG
1191,MRZ,MONT ROYAL RESOURCES,ORDINARY FULLY PAID,AU0000041758,#MRZ,$MRZ
1192,MR1,MONTEM RESOURCES,ORDINARY FULLY PAID,AU0000100331,#MR1,$MR1
1193,MEC,MORPHIC EEF LTD,ORDINARY FULLY PAID,AU000000MEC6,#MEC,$MEC
1194,MOZ,MOSAIC BRANDS LTD,ORDINARY FULLY PAID,AU0000066789,#MOZ,$MOZ
1195,MXO,MOTIO LTD,ORDINARY FULLY PAID,AU0000116402,#MXO,$MXO
1196,MTO,MOTORCYCLE HLDG,ORDINARY FULLY PAID,AU000000MTO9,#MTO,$MTO
1197,MTB,MOUNT BURGESS MINING,ORDINARY FULLY PAID,AU000000MTB6,#MTB,$MTB
1198,MGX,MOUNT GIBSON IRON,ORDINARY FULLY PAID,AU000000MGX7,#MGX,$MGX
1199,MRD,MOUNT RIDLEY MINES,ORDINARY FULLY PAID,AU000000MRD6,#MRD,$MRD
1200,MPR,MPOWER GROUP LIMITED,ORDINARY FULLY PAID,AU0000038341,#MPR,$MPR
1201,MRQ,MRG METALS LIMITED,ORDINARY FULLY PAID,AU000000MRQ8,#MRQ,$MRQ
1202,MSL,MSL SOLUTIONS LTD.,ORDINARY FULLY PAID,AU0000089906,#MSL,$MSL
1203,MSM,MSM CORPORATION INTL,ORDINARY FULLY PAID,AU000000MSM5,#MSM,$MSM
1204,M2M,MTMALCOLMMINESNL,ORDINARY FULLY PAID,AU0000169914,#M2M,$M2M
1205,MTM,MTMONGERRESOURCES,ORDINARY FULLY PAID,AU0000155228,#MTM,$MTM
1206,MSI,MULTISTACK INTERNAT.,ORDINARY FULLY PAID,AU000000MSI3,#MSI,$MSI
1207,MCA,MURRAY COD AUST LTD,ORDINARY FULLY PAID,AU000000MCA4,#MCA,$MCA
1208,MRG,MURRAY RIVER GRP,ORDINARY FULLY PAID,AU000000MRG9,#MRG,$MRG
1209,MGV,MUSGRAVE MINERALS,ORDINARY FULLY PAID,AU000000MGV1,#MGV,$MGV
1210,MPX,MUSTERA PROPERTY GRP,ORDINARY FULLY PAID,AU000000MPX8,#MPX,$MPX
1211,MYD,MYDEAL.COM.AU,ORDINARY FULLY PAID,AU0000107187,#MYD,$MYD
1212,MYR,MYER HOLDINGS LTD,ORDINARY FULLY PAID,AU000000MYR2,#MYR,$MYR
1213,MYS,MYSTATE LIMITED,ORDINARY FULLY PAID,AU000000MYS0,#MYS,$MYS
1214,N1H,N1 HOLDINGS LTD,ORDINARY FULLY PAID,AU000000N1H7,#N1H,$N1H
1215,NAG,NAGAMBIE RESOURCES,ORDINARY FULLY PAID,AU000000NAG3,#NAG,$NAG
1216,NAM,NAMOI COTTON LTD,ORDINARY FULLY PAID,AU000000NAM1,#NAM,$NAM
1217,NC6,NANOLLOSE LIMITED,ORDINARY FULLY PAID,AU000000NC68,#NC6,$NC6
1218,NAN,NANOSONICS LIMITED,ORDINARY FULLY PAID,AU000000NAN9,#NAN,$NAN
1219,NVU,NANOVEU LIMITED,ORDINARY FULLY PAID,AU0000024796,#NVU,$NVU
1220,NCC,NAOS EMERG OPP,ORDINARY FULLY PAID,AU000000NCC8,#NCC,$NCC
1221,NAC,NAOS EX-50,ORDINARY FULLY PAID,AU000000NAC2,#NAC,$NAC
1222,NSC,NAOS SMLCAP COM LTD,ORDINARY FULLY PAID,AU000000NSC4,#NSC,$NSC
1223,NAB,NATIONAL AUST. BANK,ORDINARY FULLY PAID,AU000000NAB4,#NAB,$NAB
1224,NTD,NATIONAL TYRE&WHEEL,ORDINARY FULLY PAID,AU000000NTD0,#NTD,$NTD
1225,NMR,NATIVE MINERAL RES,ORDINARY FULLY PAID,AU0000108219,#NMR,$NMR
1226,NML,NAVARRE MINERALS LTD,ORDINARY FULLY PAID,AU000000NML8,#NML,$NML
1227,NGI,NAVIGATOR GLOBAL LTD,ORDINARY FULLY PAID,AU000000NGI6,#NGI,$NGI
1228,NEA,NEARMAP LTD,ORDINARY FULLY PAID,AU000000NEA8,#NEA,$NEA
1229,NES,NELSON RESOURCES.,ORDINARY FULLY PAID,AU000000NES0,#NES,$NES
1230,NMT,NEOMETALS LTD,ORDINARY FULLY PAID,AU000000NMT1,#NMT,$NMT
1231,NET,NETLINKZ LIMITED,ORDINARY FULLY PAID,AU000000NET8,#NET,$NET
1232,NWL,NETWEALTH GROUP,ORDINARY FULLY PAID,AU000000NWL7,#NWL,$NWL
1233,NEU,NEUREN PHARMACEUT.,ORDINARY FULLY PAID,NZNEUE0001S8,#NEU,$NEU
1234,NEUAZ,NEUREN PHARMACEUT.,ORDINARY FULLY PAID,AU0000NEUAZ1,#NEUAZ,$NEUAZ
1235,NSB,NEUROSCIENTIFIC,ORDINARY FULLY PAID,AU0000012973,#NSB,$NSB
1236,NTI,NEUROTECH INTL,ORDINARY FULLY PAID,AU000000NTI9,#NTI,$NTI
1237,NAE,NEW AGE EXPLORATION,ORDINARY FULLY PAID,AU000000NAE8,#NAE,$NAE
1238,NCZ,NEW CENTURY RESOURCE,ORDINARY FULLY PAID,AU000000NCZ9,#NCZ,$NCZ
1239,NEW,NEW ENERGY SOLAR,ORDINARY FULLY PAID,AU000000NEW2,#NEW,$NEW
1240,NHC,NEW HOPE CORPORATION,ORDINARY FULLY PAID,AU000000NHC7,#NHC,$NHC
1241,NSE,NEW STANDARD ENERGY,ORDINARY FULLY PAID,AU000000NSE0,#NSE,$NSE
1242,NTL,NEW TALISMAN GOLD,ORDINARY FULLY PAID,NZHERE0001S6,#NTL,$NTL
1243,NWC,NEW WORLD RESOURCES,ORDINARY FULLY PAID,AU0000006934,#NWC,$NWC
1244,NZS,NEW ZEALAND COASTAL,ORDINARY FULLY PAID,AU0000054074,#NZS,$NZS
1245,NCM,NEWCREST MINING,ORDINARY FULLY PAID,AU000000NCM7,#NCM,$NCM
1246,NWF,NEWFIELD RESOURCES,ORDINARY FULLY PAID,AU000000NWF9,#NWF,$NWF
1247,NPM,NEWPEAK METALS,ORDINARY FULLY PAID,AU0000104374,#NPM,$NPM
1248,NME,NEX METALS EXPLORAT,ORDINARY FULLY PAID,AU000000NME3,#NME,$NME
1249,NNG,NEXION GROUP,ORDINARY FULLY PAID,AU0000126468,#NNG,$NNG
1250,NXS,NEXT SCIENCE LIMITED,ORDINARY FULLY PAID,AU0000041329,#NXS,$NXS
1251,NXT,NEXTDC LIMITED,ORDINARY FULLY PAID,AU000000NXT8,#NXT,$NXT
1252,NXTAS,NEXTDC LIMITED,ORDINARY FULLY PAID,AU0000NXTAS8,#NXTAS,$NXTAS
1253,NXM,NEXUS MINERALS LTD,ORDINARY FULLY PAID,AU000000NXM3,#NXM,$NXM
1254,NGE,NGE CAPITAL LIMITED,ORDINARY FULLY PAID,AU000000NGE5,#NGE,$NGE
1255,NGS,NGS LTD,ORDINARY FULLY PAID,IL0011681116,#NGS,$NGS
1256,NHF,NIB HOLDINGS LIMITED,ORDINARY FULLY PAID,AU000000NHF0,#NHF,$NHF
1257,NCK,NICK SCALI LIMITED,ORDINARY FULLY PAID,AU000000NCK1,#NCK,$NCK
1258,NIC,NICKELMINESLIMITED,ORDINARY FULLY PAID,AU0000018236,#NIC,$NIC
1259,NIS,NICKELSEARCH,ORDINARY FULLY PAID,AU0000173643,#NIS,$NIS
1260,NKL,NICKELXLTD,ORDINARY FULLY PAID,AU0000141640,#NKL,$NKL
1261,NIM,NIMYRESOURCESLIMITED,ORDINARY FULLY PAID,AU0000182263,#NIM,$NIM
1262,NEC,NINE ENTERTAINMENT,ORDINARY FULLY PAID,AU000000NEC4,#NEC,$NEC
1263,NTO,NITRO SOFTWARE LTD,ORDINARY FULLY PAID,AU0000067654,#NTO,$NTO
1264,NIU,NIUMINCO GROUP LTD,ORDINARY FULLY PAID,AU000000NIU7,#NIU,$NIU
1265,NOL,NOBLEOAK LIFE LTD,ORDINARY FULLY PAID,AU0000161580,#NOL,$NOL
1266,NRX,NORONEX LIMITED,ORDINARY FULLY PAID,AU0000116469,#NRX,$NRX
1267,NTU,NORTHERN MIN LTD,ORDINARY FULLY PAID,AU000000NTU4,#NTU,$NTU
1268,NTUAI,NORTHERN MIN LTD,ORDINARY FULLY PAID,AU0000NTUAI5,#NTUAI,$NTUAI
1269,NST,NORTHERN STAR,ORDINARY FULLY PAID,AU000000NST8,#NST,$NST
1270,NSM,NORTHSTAW,ORDINARY FULLY PAID,AU0000099715,#NSM,$NSM
1271,NWE,NORWEST ENERGY NL,ORDINARY FULLY PAID,AU000000NWE2,#NWE,$NWE
1272,NWM,NORWEST MINERALS,ORDINARY FULLY PAID,AU0000025280,#NWM,$NWM
1273,NOR,NORWOOD SYSTEMS LTD.,ORDINARY FULLY PAID,AU000000NOR1,#NOR,$NOR
1274,EYE,NOVA EYE MEDICAL LTD,ORDINARY FULLY PAID,AU0000094252,#EYE,$EYE
1275,NVA,NOVA MINERALS LTD,ORDINARY FULLY PAID,AU000000NVA2,#NVA,$NVA
1276,NOV,NOVATTI GROUP LTD,ORDINARY FULLY PAID,AU000000NOV3,#NOV,$NOV
1277,NVX,NOVONIX LIMITED,ORDINARY FULLY PAID,AU000000NVX4,#NVX,$NVX
1278,NOX,NOXOPHARM LIMITED,ORDINARY FULLY PAID,AU000000NOX9,#NOX,$NOX
1279,NWH,NRW HOLDINGS LIMITED,ORDINARY FULLY PAID,AU000000NWH5,#NWH,$NWH
1280,NSX,NSX LIMITED,ORDINARY FULLY PAID,AU000000NSX0,#NSX,$NSX
1281,NUC,NUCHEV LIMITED,ORDINARY FULLY PAID,AU0000067001,#NUC,$NUC
1282,NCR,NUCOAL RESOURCES LTD,ORDINARY FULLY PAID,AU000000NCR6,#NCR,$NCR
1283,NGY,NUENERGY GAS LTD,ORDINARY FULLY PAID,AU000000NGY3,#NGY,$NGY
1284,NUF,NUFARM LIMITED,ORDINARY FULLY PAID,AU000000NUF3,#NUF,$NUF
1285,NUH,NUHEARA LIMITED,ORDINARY FULLY PAID,AU000000NUH9,#NUH,$NUH
1286,NXL,NUIX LIMITED,ORDINARY FULLY PAID,AU0000119307,#NXL,$NXL
1287,NUS,NUSANTARA RESOURCES,ORDINARY FULLY PAID,AU000000NUS6,#NUS,$NUS
1288,OKJ,OAKAJEE CORP LTD,ORDINARY FULLY PAID,AU000000OKJ4,#OKJ,$OKJ
1289,OAK,OAKRIDGE,ORDINARY FULLY PAID,AU0000146961,#OAK,$OAK
1290,OAR,OAR RESOURCES LTD,ORDINARY FULLY PAID,AU000000OAR8,#OAR,$OAR
1291,OCL,OBJECTIVE CORP,ORDINARY FULLY PAID,AU000000OCL7,#OCL,$OCL
1292,OGA,OCEAN GROWN ABALONE,ORDINARY FULLY PAID,AU000000OGA1,#OGA,$OGA
1293,OXX,OCTANEX LTD,ORDINARY FULLY PAID,AU000000OXX8,#OXX,$OXX
1294,ODM,ODIN METALS LIMITED,ORDINARY FULLY PAID,AU000000ODM3,#ODM,$ODM
1295,ODY,ODYSSEY GOLD LTD,ORDINARY FULLY PAID,AU000000ODY8,#ODY,$ODY
1296,OFX,OFX GROUP LTD,ORDINARY FULLY PAID,AU000000OFX5,#OFX,$OFX
1297,OFXAB,OFX GROUP LTD,ORDINARY FULLY PAID,AU0000023384,#OFXAB,$OFXAB
1298,OEX,OILEX LTD,ORDINARY FULLY PAID,AU000000OEX8,#OEX,$OEX
1299,OKR,OKAPI RESOURCES,ORDINARY FULLY PAID,AU000000OKR7,#OKR,$OKR
1300,OKU,OKLO RESOURCES LTD,ORDINARY FULLY PAID,AU000000OKU1,#OKU,$OKU
1301,OLH,OLDFIELDS HOLDINGS,ORDINARY FULLY PAID,AU000000OLH6,#OLH,$OLH
1302,OLI,OLIVER'S REAL FOOD,ORDINARY FULLY PAID,AU000000OLI4,#OLI,$OLI
1303,OSL,ONCOSIL MEDICAL,ORDINARY FULLY PAID,AU000000OSL3,#OSL,$OSL
1304,OML,OOH!MEDIA LIMITED,ORDINARY FULLY PAID,AU000000OML6,#OML,$OML
1305,OOK,OOKAMI LIMITED,ORDINARY FULLY PAID,AU000000OOK4,#OOK,$OOK
1306,OLL,OPENLEARNING,ORDINARY FULLY PAID,AU0000065401,#OLL,$OLL
1307,OPY,OPENPAY GROUP,ORDINARY FULLY PAID,AU0000067647,#OPY,$OPY
1308,OPN,OPPENNEG,ORDINARY FULLY PAID,AU0000153082,#OPN,$OPN
1309,OPT,OPTHEA LIMITED,ORDINARY FULLY PAID,AU000000OPT2,#OPT,$OPT
1310,OIL,OPTISCAN IMAGING,ORDINARY FULLY PAID,AU000000OIL4,#OIL,$OIL
1311,OPL,OPYL LIMITED,ORDINARY FULLY PAID,AU0000070856,#OPL,$OPL
1312,OBM,ORA BANDA MINING LTD,ORDINARY FULLY PAID,AU0000050130,#OBM,$OBM
1313,OAU,ORA GOLD LIMITED,ORDINARY FULLY PAID,AU0000040784,#OAU,$OAU
1314,OMX,ORANGEMINERALS,ORDINARY FULLY PAID,AU0000184293,#OMX,$OMX
1315,OEC,ORBITAL CORP LIMITED,ORDINARY FULLY PAID,AU000000OEC2,#OEC,$OEC
1316,ODA,ORCODA LIMITED,ORDINARY FULLY PAID,AU0000022261,#ODA,$ODA
1317,ORR,ORECORP LTD,ORDINARY FULLY PAID,AU000000ORR2,#ORR,$ORR
1318,ORI,ORICA LIMITED,ORDINARY FULLY PAID,AU000000ORI1,#ORI,$ORI
1319,ORG,ORIGIN ENERGY,ORDINARY FULLY PAID,AU000000ORG5,#ORG,$ORG
1320,OEQ,ORION EQUITIES,ORDINARY FULLY PAID,AU000000OEQ2,#OEQ,$OEQ
1321,ORM,ORION METALS LTD,ORDINARY FULLY PAID,AU000000ORM3,#ORM,$ORM
1322,ORN,ORION MINERALS LTD,ORDINARY FULLY PAID,AU000000ORN1,#ORN,$ORN
1323,ORE,OROCOBRE LIMITED,ORDINARY FULLY PAID,AU000000ORE0,#ORE,$ORE
1324,ORA,ORORA LIMITED,ORDINARY FULLY PAID,AU000000ORA8,#ORA,$ORA
1325,OCC,ORTHOCELL LIMITED,ORDINARY FULLY PAID,AU000000OCC6,#OCC,$OCC
1326,OSX,OSTEOPORE LIMITED,ORDINARY FULLY PAID,AU0000053324,#OSX,$OSX
1327,OEL,OTTO ENERGY LIMITED,ORDINARY FULLY PAID,AU000000OEL3,#OEL,$OEL
1328,OVT,OVATO LIMITED,ORDINARY FULLY PAID,AU0000038911,#OVT,$OVT
1329,OVN,OVENTUS MEDICAL LTD,ORDINARY FULLY PAID,AU000000OVN3,#OVN,$OVN
1330,OTW,OVER THE WIRE LTD,ORDINARY FULLY PAID,AU000000OTW8,#OTW,$OTW
1331,OZL,OZ MINERALS,ORDINARY FULLY PAID,AU000000OZL8,#OZL,$OZL
1332,OZM,OZAURUM RESOURCES,ORDINARY FULLY PAID,AU0000128357,#OZM,$OZM
1333,OZG,OZGROWTH LIMITED,ORDINARY FULLY PAID,AU000000OZG8,#OZG,$OZG
1334,OZZ,OZZ RESOURCES,ORDINARY FULLY PAID,AU0000152373,#OZZ,$OZZ
1335,PGO,PACGOLD,ORDINARY FULLY PAID,AU0000158636,#PGO,$PGO
1336,PAK,PACIFIC AMERICAN HLD,ORDINARY FULLY PAID,AU000000PAK0,#PAK,$PAK
1337,PBX,PACIFIC BAUXITE LTD,ORDINARY FULLY PAID,AU000000PBX1,#PBX,$PBX
1338,PAC,PACIFIC GRP LTD,ORDINARY FULLY PAID,AU000000PAC7,#PAC,$PAC
1339,PNM,PACIFIC NICKEL MINES,ORDINARY FULLY PAID,AU0000123010,#PNM,$PNM
1340,PSQ,PACIFIC SMILES GRP,ORDINARY FULLY PAID,AU000000PSQ9,#PSQ,$PSQ
1341,PGH,PACT GROUP HLDGS LTD,ORDINARY FULLY PAID,AU000000PGH3,#PGH,$PGH
1342,PCK,PAINCHEK LTD,ORDINARY FULLY PAID,AU000000PCK6,#PCK,$PCK
1343,PDN,PALADIN ENERGY LTD,ORDINARY FULLY PAID,AU000000PDN8,#PDN,$PDN
1344,PAL,PALLA PHARMA LTD,ORDINARY FULLY PAID,AU0000049462,#PAL,$PAL
1345,PAM,PAN ASIA METALS,ORDINARY FULLY PAID,AU0000096430,#PAM,$PAM
1346,PCL,PANCONTINENTAL ENERG,ORDINARY FULLY PAID,AU000000PCL4,#PCL,$PCL
1347,PAN,PANORAMIC RESOURCES,ORDINARY FULLY PAID,AU000000PAN4,#PAN,$PAN
1348,PFE,PANTERAMINERALS,ORDINARY FULLY PAID,AU0000158560,#PFE,$PFE
